62	141		
500			
	1.6	9.38E+04	4.87E-08
	1.7	7.32E+04	5.53E-08
	1.8	5.79E+04	6.22E-08
	1.9	4.64E+04	6.96E-08
	2	3.75E+04	7.74E-08
	2.1	3.07E+04	8.56E-08
	2.2	2.53E+04	9.42E-08
	2.3	2.10E+04	1.03E-07
	2.4	1.76E+04	1.13E-07
	2.5	1.48E+04	1.22E-07
	2.6	1.26E+04	1.33E-07
	2.7	1.07E+04	1.43E-07
	2.8	9.16E+03	1.54E-07
	2.9	7.89E+03	1.65E-07
	3	6.82E+03	1.77E-07
	3.1	5.92E+03	1.89E-07
	3.2	5.15E+03	2.02E-07
	3.3	4.51E+03	2.15E-07
	3.4	3.95E+03	2.28E-07
	3.5	3.48E+03	2.41E-07
	3.6	3.07E+03	2.55E-07
	3.7	2.72E+03	2.70E-07
	3.8	2.41E+03	2.84E-07
	3.9	2.14E+03	3.00E-07
	4	1.91E+03	3.15E-07
	4.1	1.70E+03	3.31E-07
	4.2	1.52E+03	3.47E-07
	4.3	1.37E+03	3.63E-07
	4.4	1.23E+03	3.80E-07
	4.5	1.10E+03	3.97E-07
	4.6	9.95E+02	4.15E-07
